VulnerabilityID,PkgID,PkgName,PkgIdentifier,InstalledVersion,Status,Layer,SeveritySource,PrimaryURL,DataSource,Title,Description,Severity,CweIDs,VendorSeverity,CVSS,References,PublishedDate,LastModifiedDate
CVE-2019-1010023,libc-bin@2.36-9+deb12u10,libc-bin,@{PURL=pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=205f0e4a1d969bcb},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010023,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: running ldd on malicious ELF leads to code execution because of wrong size computation,"GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",LOW,,@{debian=1; nvd=3; redhat=1},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.397Z,2024-11-21T04:17:55.643Z
CVE-2019-1010024,libc-bin@2.36-9+deb12u10,libc-bin,@{PURL=pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=205f0e4a1d969bcb},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010024,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: ASLR bypass using cache of thread stack and heap,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",LOW,System.Object[],@{debian=1; nvd=2; redhat=2},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.473Z,2024-11-21T04:17:55.843Z
CVE-2019-1010025,libc-bin@2.36-9+deb12u10,libc-bin,@{PURL=pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=205f0e4a1d969bcb},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010025,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: information disclosure of heap addresses of pthread_created thread,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor's position is ""ASLR bypass itself is not a vulnerability.",LOW,System.Object[],@{debian=1; nvd=2; redhat=1},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.537Z,2024-11-21T04:17:55.96Z
CVE-2019-9192,libc-bin@2.36-9+deb12u10,libc-bin,@{PURL=pkg:deb/debian/libc-bin@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=205f0e4a1d969bcb},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-9192,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c,"In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(|)(\\1\\1)*' in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern",LOW,System.Object[],@{cbl-mariner=3; debian=1; nvd=3; redhat=1},@{nvd=; redhat=},System.Object[],2019-02-26T18:29:00.34Z,2024-11-21T04:51:10.53Z
CVE-2010-4756,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2010-4756,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: glob implementation can cause excessive CPU and memory consumption due to crafted glob expressions,"The glob implementation in the GNU C Library (aka glibc or libc6) allows remote authenticated users to cause a denial of service (CPU and memory consumption) via crafted glob expressions that do not match any pathnames, as demonstrated by glob expressions in STAT commands to an FTP daemon, a different vulnerability than CVE-2010-2632.",LOW,System.Object[],@{debian=1; nvd=2; redhat=1},@{nvd=; redhat=},System.Object[],2011-03-02T20:00:01.037Z,2024-11-21T01:21:41.423Z
CVE-2018-20796,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2018-20796,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c,"In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(\227|)(\\1\\1|t1|\\\2537)+' in grep.",LOW,System.Object[],@{cbl-mariner=3; debian=1; nvd=3; redhat=2},@{nvd=; redhat=},System.Object[],2019-02-26T02:29:00.45Z,2024-11-21T04:02:11.827Z
CVE-2019-1010022,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010022,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: stack guard protection bypass,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass stack guard protection. The component is: nptl. The attack vector is: Exploit stack buffer overflow vulnerability and use this bypass vulnerability to bypass stack guard. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",LOW,System.Object[],@{debian=1; nvd=4},@{nvd=},System.Object[],2019-07-15T04:15:13.317Z,2024-11-21T04:17:55.5Z
CVE-2019-1010023,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010023,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: running ldd on malicious ELF leads to code execution because of wrong size computation,"GNU Libc current is affected by: Re-mapping current loaded library with malicious ELF file. The impact is: In worst case attacker may evaluate privileges. The component is: libld. The attack vector is: Attacker sends 2 ELF files to victim and asks to run ldd on it. ldd execute code. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",LOW,,@{debian=1; nvd=3; redhat=1},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.397Z,2024-11-21T04:17:55.643Z
CVE-2019-1010024,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010024,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: ASLR bypass using cache of thread stack and heap,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.",LOW,System.Object[],@{debian=1; nvd=2; redhat=2},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.473Z,2024-11-21T04:17:55.843Z
CVE-2019-1010025,libc6@2.36-9+deb12u10,libc6,@{PURL=pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12.10; UID=1a7eeabc0a4eae7},2.36-9+deb12u10,affected,@{DiffID=sha256:1287fbecdfcce6ee8cf2436e5b9e9d86a4648db2d91080377d499737f1b307f3},debian,https://avd.aquasec.com/nvd/cve-2019-1010025,@{ID=debian; Name=Debian Security Tracker; URL=https://salsa.debian.org/security-tracker-team/security-tracker},glibc: information disclosure of heap addresses of pthread_created thread,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor's position is ""ASLR bypass itself is not a vulnerability.",LOW,System.Object[],@{debian=1; nvd=2; redhat=1},@{nvd=; redhat=},System.Object[],2019-07-15T04:15:13.537Z,2024-11-21T04:17:55.96Z
